Date,Category,Amount,Payment Method,Merchant,Location,Income/Expense,User ID,Transaction ID,Account Balance,Currency,Transaction Time,Day of Week
2021-04-29,Shopping,13838.86,Net Banking,BookMyShow,Kolkata,Expense,147f08e7-c7c2-48a0-abbd-f49e00b9cc42,5c58a1ea-9b8f-480c-b1f0-6dd923fb854c,412406.54,INR,11:32:49,Sunday
2020-03-30,Education,11004.54,Net Banking,Flipkart,Bengaluru,Expense,2a9e8123-41b5-48cc-b60a-8f0d0d6fadf6,58db5ae1-0e4f-4915-9907-385606db8116,255979.78,INR,03:00:41,Tuesday
2021-09-26,Shopping,40207.74,Debit Card,Swiggy,Mumbai,Income,665992ba-be1e-4730-bc5d-56ef450b8002,d0a3fcbb-9cdc-4f09-b845-fb94aa5d5b03,180698.75,INR,21:56:41,Monday
2023-09-22,Health,36835.29,UPI,Amazon,Mumbai,Income,397afe5a-6ce0-485d-b6c2-3746f373a725,1523d3b8-820a-4151-b7bc-3830ab3b6a97,256348.65,INR,01:02:36,Wednesday
2020-09-13,Education,46269.16,Debit Card,Swiggy,Bengaluru,Income,134ca337-86ee-4bdb-b632-28bd55ffaa2e,1fe0014e-a72e-4905-8f8a-f682acde7c3e,22755.97,INR,02:59:04,Friday
2023-06-22,Utilities,45989.16,Cash,Swiggy,Delhi,Expense,b00f32b8-e6f0-4dba-99b1-64935663edc1,df967d33-a6f1-4f06-be3e-2efd7562eeea,63043.35,INR,20:32:02,Tuesday
2020-04-01,Education,45961.49,Credit Card,Reliance Fresh,Ahmedabad,Expense,936c36c7-3b00-4bb0-98c7-9ff5fca45378,1ee9d9bb-cf0a-48ab-bfc8-778875856540,68926.05,INR,15:59:44,Thursday
2021-09-02,Health,5453.78,Debit Card,Zomato,Chennai,Income,69e71b41-afd3-4f68-9547-054f014dcf39,28b38ce1-553c-498f-ba1d-c43316089532,476943.96,INR,12:15:32,Friday
2023-04-09,Transportation,10642.07,Debit Card,Big Bazaar,Bengaluru,Expense,c869c975-5d91-434b-90e3-71389dea91be,1135ead8-937e-4cd5-8a75-cfc9c2350073,204849.17,INR,11:14:55,Thursday
2020-11-29,Health,24158.78,Net Banking,Swiggy,Bengaluru,Income,9f06b540-1203-410e-be59-0f426920c9b5,735df01d-e9d0-47ef-945b-1b9a6cf77892,356347.72,INR,23:29:36,Monday
2023-10-07,Transportation,27313.49,UPI,Zomato,Mumbai,Expense,a50f8a77-1359-42a5-b1b0-30ab9d591291,ae6fac22-1d3a-4902-aafb-4ed4f1177139,477007.39,INR,14:59:25,Monday
2021-01-25,Entertainment,26701.29,UPI,Swiggy,Ahmedabad,Income,02785471-3fcc-435f-ba20-6aafb886757d,47fd7787-452c-4f8f-9b2d-ca66d7075d1a,255210.27,INR,03:06:00,Sunday
2024-06-13,Entertainment,36882.95,Cash,Zomato,Chennai,Expense,90075f42-7be7-4193-8662-a723b3810520,b70e3443-de9d-4aab-9ae6-e584f1ad1d09,241237.36,INR,17:23:24,Monday
2020-11-12,Education,9775.29,Credit Card,Uber,Kolkata,Expense,54f6debf-c49a-49e1-b50c-964edafd7ac9,6edbe860-571a-4bac-a664-08b285722d56,245410.14,INR,07:37:32,Friday
2024-02-23,Education,35169.44,Net Banking,Amazon,Mumbai,Expense,2ea244a3-038c-4db5-813a-785875d8712c,d00dd5d8-214c-424e-b35b-fe9f7a5c6cac,117349.6,INR,02:47:37,Sunday
2023-03-03,Utilities,9330.65,UPI,Amazon,Hyderabad,Income,bc4f68f1-23bd-41e8-a635-04760039aa3a,ea8090ef-6cbd-40a6-8ce0-ddde43e00de3,431638.94,INR,18:29:27,Wednesday
2023-03-29,Dining,44111.43,Net Banking,Zomato,Ahmedabad,Income,351df0ac-fc09-46ce-8fb2-fdfd1ed5b3af,d685b28f-e993-42b2-b558-771d9b1c2caf,11764.61,INR,14:22:43,Friday
2023-10-05,Education,7771.77,Cash,Swiggy,Delhi,Income,a898f5c7-dc69-4c9b-859a-0ee39bd864c1,c79601dd-b6c3-4e31-b659-a43d383ae154,169152.36,INR,23:53:21,Saturday
2023-06-26,Dining,2247.41,Cash,Flipkart,Delhi,Income,ef4ba941-88bf-43b7-a14b-47400edadcdf,e73cae94-e4ee-4646-a561-edc8d2e6e8cb,442890.83,INR,14:20:53,Wednesday
2021-04-25,Transportation,29459.06,Cash,Zomato,Kolkata,Expense,41f7cdc7-d280-48d3-96df-3a28c257c5be,ef7508c2-fddf-4666-99b1-281805611a3d,14193.7,INR,10:51:31,Tuesday
2021-11-17,Health,45216.28,Credit Card,Amazon,Kolkata,Expense,c4172952-1c13-47fa-982a-d92d39e8126d,12c9c859-1bf6-4edd-9e7c-6ca1a120a2c3,157217.29,INR,10:53:54,Monday
2020-04-03,Utilities,23308.16,Cash,Uber,Kolkata,Income,fff452ff-f475-4d9b-b5b7-44b1a9d4a275,7f16bb0e-2f0e-4dc5-b8e8-7d238eba1aec,106650.77,INR,12:24:31,Saturday
2022-05-13,Shopping,46539.69,Debit Card,Uber,Delhi,Income,7db69257-af96-4284-a178-b677fc27717f,c2e91f1e-4a2a-4d06-9120-5ca3524127bf,88657.09,INR,16:37:04,Sunday
2020-06-29,Education,27251.87,Credit Card,Uber,Hyderabad,Income,eea97ad7-8d05-434d-9805-5d28bca28b12,5f98e265-4354-467c-a825-a367e4d595bb,90107.67,INR,15:57:30,Wednesday
2020-07-10,Groceries,35787.38,Net Banking,Uber,Ahmedabad,Expense,b7b1a4f0-c544-4d1d-ac8b-1f71e94c818e,91f04741-4224-4a1b-80e9-db495f2d4c91,142779.63,INR,23:26:47,Tuesday
2021-07-28,Health,11720.13,UPI,Uber,Chennai,Income,79629340-dc41-47f4-9880-972aee017d17,40bf6d4d-588c-4b73-821f-1daee4fddd7e,76123.88,INR,03:52:56,Wednesday
2020-06-29,Transportation,19814.76,Debit Card,Zomato,Mumbai,Income,050e3a9d-4716-4c85-9321-087bb90ef83b,9ef89ee7-53e7-4829-95e1-f22273cc95e2,479544.64,INR,21:58:42,Monday
2024-06-30,Dining,42164.28,Net Banking,Zomato,Pune,Income,6f3acf35-5dad-4134-8662-f479c9c30214,4bd6fbfc-7c34-4781-8163-6e2472b9835b,456786.55,INR,00:10:47,Wednesday
2022-06-25,Entertainment,20653.05,Debit Card,BookMyShow,Ahmedabad,Expense,4f1536e5-0edb-4d3e-a7bf-3249849204f7,f1f4591e-b5d7-4445-93d2-b0f46197c979,417368.36,INR,10:07:31,Wednesday
2023-09-19,Health,24414.34,Credit Card,Swiggy,Kolkata,Income,8db031af-e186-443e-9ad7-9a22a7659733,bc04412b-78bb-4581-ba44-affdf936d555,42089.87,INR,22:45:48,Friday
2021-03-19,Groceries,38246.04,Cash,Flipkart,Chennai,Expense,ab2d201b-689e-4715-837f-f19ac79c19e7,65603ac2-0a66-460c-b90f-7a20d293b51d,253789.68,INR,15:21:14,Sunday
2024-03-13,Health,48985.26,Debit Card,Amazon,Bengaluru,Income,85f17ff9-3c75-46a8-a0d1-7a6477bd2725,609dcbb5-2653-4a17-a1f4-9667b76e1930,65294.75,INR,00:19:59,Thursday
2024-06-02,Entertainment,6361.79,Credit Card,Amazon,Hyderabad,Expense,53263177-0176-4918-abe1-2456ddbdd589,ba9b653e-6917-4c0a-9b7c-78bde11d3c4d,448597.71,INR,02:52:33,Monday
2021-03-08,Education,25667.69,UPI,Reliance Fresh,Hyderabad,Expense,66626463-7139-4ef5-a8bf-6cd806ad3e22,ab6572f6-8674-401d-80d4-b1726da61531,210255.2,INR,01:49:14,Monday
2022-01-12,Health,26639.32,Net Banking,Zomato,Bengaluru,Income,c88f995f-f6fb-4a85-9005-8ae4f5617e5d,e63fd3f8-dd60-4b6e-9ebb-01e00a80ca03,292460.23,INR,12:10:43,Monday
2023-06-03,Health,27699.47,Debit Card,Big Bazaar,Kolkata,Income,a500dc58-82fe-40ba-a572-c1e33281ae19,deb1d640-be76-4475-aca5-e8cf89585c39,101564.17,INR,08:00:10,Thursday
2023-02-24,Utilities,4587.57,Net Banking,Big Bazaar,Delhi,Income,a5709e6a-603c-4d26-aa67-de85b6796e60,fc70117c-ae26-4e19-a3a4-b5f6338df9ad,322139.65,INR,06:27:20,Tuesday
2021-09-27,Transportation,30607.7,Net Banking,Big Bazaar,Hyderabad,Income,ca2ce12b-9246-4e5d-936d-b0d16a85e4b5,a5ec6b20-a580-4e52-ad2c-974ebf320ae1,432115.28,INR,16:27:25,Saturday
2022-11-28,Dining,23838.87,UPI,Swiggy,Mumbai,Income,4c611a2f-9061-4c09-855f-95505b7cc693,bbf4cac3-7036-4c7b-adc9-324226db71bc,382407.66,INR,09:24:32,Wednesday
2021-09-16,Health,11354.27,Credit Card,Amazon,Kolkata,Expense,0a4dde6a-c469-4c44-a883-c5056cfc477d,a8d30662-b3e9-4f5f-b996-d61ed7d9589d,265631.67,INR,17:50:15,Tuesday
2024-02-29,Dining,33973.33,Cash,Zomato,Mumbai,Income,7cc5820d-d717-4598-9e8d-4b15156e3628,74848b70-3ae3-48b3-b426-eebdcd93a492,364729.05,INR,18:55:20,Sunday
2024-05-06,Health,34308.74,UPI,Reliance Fresh,Pune,Expense,3f523231-f4aa-4f67-a6c2-6420c85cdb3f,d728a7a1-388b-4b36-a867-759664d7a4e2,69638.2,INR,02:46:58,Sunday
2022-10-30,Shopping,26674.4,Credit Card,BookMyShow,Hyderabad,Expense,0fd786a5-d53f-46b6-82e2-f32e46b09025,5e0771c0-9e91-43d5-b701-9cbd3605741a,439676.7,INR,12:10:51,Wednesday
2021-07-05,Health,4652.59,Net Banking,Reliance Fresh,Hyderabad,Expense,00032707-5f44-4d28-8f9a-7127dc0febb8,3a3970f7-e9a9-40fe-b16f-2df84d8c43a4,124173.59,INR,09:55:34,Tuesday
2023-02-08,Entertainment,10362.81,UPI,Reliance Fresh,Chennai,Expense,5e5b5da8-11b8-418c-b851-eb6be8262905,a0cfdbe0-cff4-4c41-991d-c19f592c2dc2,429306.35,INR,01:30:46,Thursday
2021-12-12,Groceries,43182.88,UPI,Uber,Kolkata,Expense,8965d95a-78ad-4bab-a6d9-2780fb2f875e,9e5eb5aa-53ca-412d-a708-f7a658e4b90b,250139.82,INR,19:27:58,Tuesday
2024-01-26,Dining,8562.49,Net Banking,Amazon,Pune,Income,7207fc5a-0c63-47f7-ace8-2187b2c9d8d5,ce0ed90a-33d9-4786-9eb9-1f492c55ca11,364697.92,INR,04:11:16,Friday
2021-09-12,Transportation,36644.42,UPI,Flipkart,Bengaluru,Expense,ddbc53bf-4633-44d8-8469-3091acf6290c,dc25d03a-ee2a-4f24-89f3-615eae8828de,45659.53,INR,05:09:52,Sunday
2020-05-28,Education,15863.33,Debit Card,Flipkart,Hyderabad,Expense,39303237-af62-4254-8876-a12cbac24d9e,a94da366-90cd-4033-b691-946f0a6eddfc,458997.88,INR,18:47:42,Friday
2022-12-15,Health,14368.7,Cash,BookMyShow,Delhi,Income,07f69ef2-1bd2-40d0-89e6-73c636456826,6929bb62-d545-45e4-abf0-e1e85f863127,237007.5,INR,08:51:23,Tuesday
2022-07-07,Entertainment,7138.78,UPI,Big Bazaar,Kolkata,Expense,e4fe7033-14d8-4755-a24f-779e2c44df59,d96902bd-e7b2-482e-a4d5-c98dbb3be615,377500.03,INR,06:25:01,Thursday
2021-06-22,Utilities,9824.4,Cash,BookMyShow,Delhi,Expense,1715acec-82a6-4fa7-a692-c7f3d406bb31,324c5d23-5bd0-49bf-aed7-67386aa99864,410949.19,INR,22:51:22,Monday
2022-02-07,Groceries,40903.62,Cash,Flipkart,Ahmedabad,Income,d5024e52-39b6-4fa7-83e7-02d9d3bf570e,9a39a875-e312-45dd-a4be-703c720db5ce,324564.3,INR,08:21:10,Sunday
2022-04-10,Transportation,6104.92,Cash,Big Bazaar,Chennai,Expense,5b1a15b0-2a8d-4160-a51f-4dec5007de0e,2c6e40dc-f845-4f9f-8397-b57afaa24668,226801.75,INR,03:42:43,Saturday
2022-11-11,Dining,39926.09,Net Banking,BookMyShow,Bengaluru,Income,f0b48c08-360c-4b24-adbd-5872863df2f1,8d7ebcb6-7368-4755-805c-b7ca7e38d57a,442521.02,INR,22:12:09,Saturday
2023-09-14,Entertainment,34180.0,Cash,BookMyShow,Kolkata,Income,5e52966a-f537-43e4-9296-8ed439ecc3ab,2efac344-f8db-4623-8e9d-db372287d864,25948.41,INR,15:26:01,Wednesday
2023-02-09,Entertainment,29333.62,UPI,Swiggy,Chennai,Income,21f1dacd-b5be-4e36-a2f6-1c89a87f110e,a55b9155-ff10-4b2c-99cc-bd6171e31a08,353824.67,INR,06:04:41,Monday
2020-12-17,Dining,39158.51,Cash,Flipkart,Ahmedabad,Income,3447477d-8826-437b-b43a-b83a0d06f338,48544bc0-a3f4-4753-a5e4-a06130f70911,376530.97,INR,03:34:48,Thursday
2023-12-09,Utilities,16056.37,Net Banking,Swiggy,Mumbai,Income,0839147a-413a-4b0d-811d-0098e9c9959f,300fbe39-8ad5-42d9-b551-509a4e6164ad,212871.22,INR,11:43:05,Sunday
2022-06-07,Dining,49930.49,Net Banking,Uber,Bengaluru,Income,e3c83001-1b5e-45c6-af24-b208d7e458a3,87fda2ce-f096-465d-acd6-f642a2ee644a,42404.09,INR,21:01:50,Wednesday
2020-06-22,Health,7479.6,Credit Card,Zomato,Hyderabad,Expense,8819d972-2268-42fc-b808-87b9d63dc2fa,b66cbca2-1526-4253-bc1e-efc24849194d,435680.08,INR,13:31:33,Friday
2021-03-23,Shopping,6458.8,Cash,Swiggy,Pune,Income,fc2ecbe4-05b0-4ace-902c-53a826b935a9,1f07534e-a6b0-4738-9b71-156fd4acc3e5,216545.46,INR,01:51:00,Sunday
2020-10-23,Groceries,13082.22,Cash,Big Bazaar,Bengaluru,Income,98b56d9e-06fc-48ca-bf31-0da707cb2295,42a14123-e47b-4d15-a417-30451cbf0b29,295389.8,INR,04:19:56,Friday
2023-01-30,Shopping,34842.93,Debit Card,Zomato,Mumbai,Expense,54b61e32-f843-4814-86a0-e54c53b31f07,796f5346-c913-4918-9979-6e53734ecac1,236977.22,INR,17:10:13,Thursday
2020-12-22,Utilities,33344.14,Cash,Reliance Fresh,Mumbai,Expense,453c2550-0bec-4bc5-9e68-e832a5b2a3d9,0322523f-64e1-4eef-a151-6689bcc9e2bd,257943.14,INR,13:28:48,Wednesday
2024-04-12,Groceries,38029.34,Credit Card,BookMyShow,Ahmedabad,Expense,8b80949e-13df-4883-ad43-e2d831a6cefe,a4cb3c65-e71a-4bf5-a640-b5b965f9510b,411399.73,INR,03:48:17,Saturday
2023-12-19,Dining,17468.99,UPI,Amazon,Kolkata,Expense,669d8bee-ba53-468f-b423-102842b972ca,4d358905-4a6b-496f-b609-b5ae3e47d2fe,224547.64,INR,23:12:32,Wednesday
2024-06-16,Utilities,27210.5,Debit Card,Uber,Bengaluru,Expense,5d6692ea-b96a-4dd3-bbdc-6f2a655d81fa,b0af2cbc-0e7b-46ff-ad9d-713efccdba45,96473.53,INR,14:47:35,Sunday
2023-04-06,Education,17047.64,Credit Card,Reliance Fresh,Hyderabad,Income,4bc99943-6819-4263-9366-7ea4362f18c2,bda08436-09e1-49ec-9b5f-a3d20c929f50,97136.42,INR,04:46:34,Sunday
2024-01-07,Education,13781.07,UPI,Uber,Hyderabad,Expense,bacbb4c5-ffe9-4dc2-abe8-ec24737ccde9,09624068-60ff-40e7-9788-3dab3a0c640e,361278.82,INR,02:05:22,Monday
2022-04-23,Groceries,28627.02,Net Banking,Uber,Kolkata,Income,bff4bb86-aca4-4bac-8bd9-13940c2c61ec,0a80e720-488d-40bb-adb1-4a1a40fda2d3,264160.56,INR,09:41:54,Wednesday
2023-07-10,Entertainment,10203.66,UPI,Amazon,Bengaluru,Expense,f1a52932-690f-4fce-9c52-2f76a0e4cd12,8c727047-0694-4c15-b2f8-1e81b56ea9a7,401386.93,INR,03:28:34,Tuesday
2024-02-23,Transportation,3265.22,UPI,Flipkart,Hyderabad,Income,439be116-e4d0-4bdb-8373-f9faa522ba37,3643be47-f328-46ee-af11-b33e865b12f5,327550.12,INR,18:59:06,Saturday
2023-07-18,Shopping,28625.05,Debit Card,Flipkart,Ahmedabad,Expense,6f1fde90-b9ea-400a-bcd6-069554501fbc,69c1b329-f50a-49b7-b00d-b199365787fb,315666.97,INR,20:44:49,Thursday
2020-11-17,Entertainment,11357.55,Cash,Uber,Ahmedabad,Expense,ffa18e3d-c0e7-457f-a95f-0143a8f942d5,57025250-e933-4ebf-b57e-c5fbd0a724f8,243105.19,INR,21:06:06,Friday
2023-12-20,Education,39399.24,Debit Card,Swiggy,Hyderabad,Expense,c321d798-7e49-4a6a-ad89-24999a603db1,2c2b9f20-d252-4b3b-b792-ba2dddfc812c,373105.74,INR,15:29:58,Friday
2020-11-06,Entertainment,192.32,UPI,Big Bazaar,Delhi,Expense,51421d61-15be-44b2-9203-3660c66bfda8,ae179fcf-7ffe-434f-bb54-58b773ddd8bc,77102.73,INR,13:13:58,Saturday
2020-01-30,Utilities,15631.1,Cash,Flipkart,Pune,Expense,0f258cc0-e0a0-465f-bf09-7b163e5a1963,a4b386e5-c273-4967-9331-c4e272175873,313382.96,INR,04:01:04,Saturday
2022-05-27,Shopping,14769.16,Net Banking,Big Bazaar,Kolkata,Expense,2ddde266-f8ec-40af-aa33-41eee576d922,f2d5addf-3453-4798-9e2d-9cf3a574825b,324668.53,INR,22:09:08,Tuesday
2020-03-10,Health,19721.24,Cash,Amazon,Delhi,Expense,b09aac92-3786-4c62-ac20-c122fffcf966,7195ccf6-91e1-4f82-a372-2e1bc09dd8ce,91664.76,INR,18:51:54,Wednesday
2024-03-15,Groceries,13392.68,Credit Card,Swiggy,Hyderabad,Income,5539c48a-e5e2-48da-ab89-4b0387f439e6,dbabec89-991b-4274-af85-f6dee7ebcbde,54713.42,INR,01:59:08,Friday
2020-08-06,Health,44352.47,Debit Card,Big Bazaar,Kolkata,Income,c412f9de-f654-49f2-b619-fbd06cb6e12c,fede5907-93b4-4fb0-a169-9e2db1b8c667,463842.77,INR,02:43:25,Sunday
2023-02-04,Entertainment,17935.86,Debit Card,BookMyShow,Pune,Expense,5fbc5c18-746d-4e88-a246-d3392afcf002,d7cb7d4a-32d8-4e59-a42c-a7ddd296d3ae,1096.35,INR,14:17:10,Friday
2023-01-03,Dining,19374.04,UPI,Uber,Bengaluru,Income,6293801c-7906-41f3-a2cc-b131d44ef296,6e06b73e-d64e-4824-a500-5b779bf2b848,478305.52,INR,19:02:27,Sunday
2021-04-20,Shopping,8387.78,UPI,Zomato,Chennai,Income,f8f942d5-dc29-402a-ac2e-42d9967b12a2,7bfdbdc0-cfbe-41a8-aa62-e892038c89ab,391758.04,INR,09:41:07,Wednesday
2022-11-29,Education,40460.93,Cash,Uber,Ahmedabad,Income,440d5369-f64d-48a3-8836-9a645abe9352,a34d935d-c11b-43e3-8c4f-19a1d1fbd774,481518.39,INR,17:51:21,Sunday
2024-02-01,Entertainment,26692.19,Credit Card,Uber,Pune,Income,bbe1193d-1117-4a34-8e87-8f26c5dbbd86,affd2b8e-d4f6-49d5-ba29-d406be7a4f54,229405.21,INR,06:51:19,Sunday
2023-11-15,Health,42814.85,Cash,BookMyShow,Bengaluru,Expense,208e7cc9-cb1b-4662-aaae-915371daa095,1b70b5eb-bbe3-4f50-9a8b-44056d6f6e34,422439.46,INR,12:09:11,Friday
2022-10-02,Education,29352.64,Cash,Swiggy,Pune,Income,fd80f873-ffc6-4d71-a9ce-cea88c4f8bc8,c01bb775-ca34-48ec-b791-b228274e2076,101466.49,INR,06:05:58,Sunday
2020-08-15,Entertainment,37930.81,Credit Card,Amazon,Delhi,Expense,cb4eb2ce-d06e-49fc-a1dc-5682f823d2d1,1677c6b7-2d18-4407-abe5-12c3ce02fa40,230015.91,INR,21:13:26,Monday
2021-07-07,Entertainment,40318.02,Net Banking,Reliance Fresh,Mumbai,Income,64df79b7-ae2a-4efa-ad63-0806b8d43922,c151e9ff-89e5-40ea-8be7-fdf336c00ae7,207335.64,INR,02:57:55,Thursday
2023-10-10,Health,33008.89,Cash,Uber,Kolkata,Expense,4e7a484f-7269-45b0-ac72-03a983a9d0a7,c82fd6b6-06ee-4909-9c13-bcd266ac67ff,173697.67,INR,13:26:24,Saturday
2021-11-23,Education,7809.36,Net Banking,Amazon,Chennai,Expense,dafb11ae-ce1d-4a5d-b56c-7cb00d023aba,7a3eb331-8692-4124-bf91-863918107cdb,299701.58,INR,01:35:21,Monday
2023-04-14,Dining,44984.27,Credit Card,Amazon,Delhi,Income,cc190eaa-0a73-4a35-84f3-d2534a846a84,d43da281-8244-40d5-b727-2440dfd08fe6,23337.03,INR,07:09:26,Thursday
2022-10-20,Dining,11821.84,Credit Card,Big Bazaar,Mumbai,Income,33469c32-2093-44a3-a193-9b0774a817ac,cfee6dbc-0da1-4b72-99a6-8c53efae6e37,77934.07,INR,19:18:24,Sunday
2020-07-07,Groceries,33614.04,Net Banking,Flipkart,Pune,Income,3fdcc9bd-4c16-4340-ad40-4fafb47ee306,26cf9ec3-5f8c-4192-961d-c93d4c6e624a,191830.55,INR,08:29:05,Saturday
2022-01-16,Transportation,18364.24,Credit Card,Reliance Fresh,Hyderabad,Expense,a3a20d87-f888-4b2e-ab1d-450aea1d647a,3641ba5e-3fb9-4b0f-a61a-8d46ad850bc9,422872.5,INR,00:55:53,Sunday
2023-10-28,Entertainment,46444.58,Debit Card,Reliance Fresh,Chennai,Income,c7371164-5644-4bff-a3bf-3746daa1327a,deebe95a-f193-450d-96b2-86e1377e0694,115956.05,INR,05:22:12,Thursday
2024-02-21,Transportation,31396.35,Credit Card,Flipkart,Delhi,Expense,4f4a9e7b-e6a7-407d-9d73-fdf8effd24e2,57311c34-a19d-4ead-bdba-72a32c911f2e,488235.04,INR,02:20:14,Saturday
2023-09-26,Health,31526.84,Debit Card,Zomato,Delhi,Income,876bd1eb-5121-4277-80f0-acfedab7b2e3,d2ae6804-3de6-4d87-a4d1-e3fd485e1f2a,230881.91,INR,00:54:34,Saturday
2020-06-15,Dining,22355.37,Cash,Zomato,Kolkata,Income,d8716673-c49f-42e9-9d54-14614272efd6,7b1081ff-4f38-4536-97ee-43c4c7e80caf,102681.75,INR,10:01:56,Thursday
2020-02-04,Transportation,29363.02,Net Banking,Amazon,Mumbai,Income,cf019775-dcf3-4cc6-90f0-894a42783e2c,1151247b-7c7b-4daa-bb21-eca94ec6adf1,381868.93,INR,03:36:45,Sunday
2022-11-10,Entertainment,40221.21,Debit Card,Swiggy,Delhi,Income,f28275bb-6639-4502-91ee-1fae7a4c07fc,7645c65f-fe9d-498a-8cda-9a29827bb405,480538.44,INR,03:06:40,Sunday
2022-02-28,Education,3831.56,Credit Card,Zomato,Hyderabad,Expense,e4dba26f-f564-4e2f-9583-72c107aa5fa0,25f888e6-f152-49c7-bffa-05cedeab08a1,23910.67,INR,22:34:18,Wednesday
2022-08-26,Health,49310.8,Net Banking,BookMyShow,Kolkata,Income,a0a37e6c-0d98-457d-9db6-908342531f0a,54fdf75e-616e-4749-90b5-750217c5019c,287530.67,INR,01:08:57,Wednesday
2022-08-09,Transportation,20819.18,Cash,Reliance Fresh,Mumbai,Expense,ec80b896-9d89-48b3-a409-9d680c89fd59,f2988b4f-8a79-4d38-9cef-ac6c7175715f,316552.01,INR,06:44:35,Sunday
2023-12-14,Utilities,30708.21,Credit Card,Uber,Chennai,Expense,a1c7bd3b-3887-423b-aa69-b515b90c9dda,edb6d0ff-b3a5-4410-9e69-4f4faea963fb,71556.86,INR,15:39:04,Sunday
2021-01-10,Utilities,17141.97,Credit Card,Amazon,Pune,Expense,c6e2b5d1-2774-46a9-bb66-1f5caa6e0026,656598f9-8906-4292-b124-dead6b20eec2,482133.75,INR,04:29:03,Friday
2020-04-29,Entertainment,17017.92,Cash,Reliance Fresh,Ahmedabad,Expense,aedabfbf-6647-40d5-a08e-782bffb9e1b7,d066812c-2855-49c9-85ef-76c3f57657a9,205811.7,INR,19:29:44,Monday
2020-08-03,Dining,2033.42,Credit Card,Flipkart,Pune,Expense,9fb60b27-51f5-4e1e-b8a2-b54ffa78c383,ee7a5991-f58b-43f4-9378-f29be6829517,446197.28,INR,04:40:44,Sunday
2022-12-14,Health,41693.34,UPI,Zomato,Hyderabad,Income,b7f36d96-5c12-4547-96bf-6abb54eb6224,a20e0f6b-faad-4578-b788-1ca111358e22,283329.6,INR,00:50:15,Monday
2023-11-22,Education,48423.45,Credit Card,BookMyShow,Ahmedabad,Income,45201c9e-6eac-4f44-8245-7006a4022229,30d290fa-b45e-47b6-9fed-ce70e21ffece,336873.43,INR,02:37:54,Wednesday
2020-01-25,Shopping,9393.89,Debit Card,Flipkart,Hyderabad,Income,91e1cc08-bae5-4b35-a7ce-26be9c55e825,b955c440-42fd-4060-bbf3-feb004dbf2ab,495015.98,INR,16:52:36,Saturday
2022-08-02,Entertainment,36777.7,Net Banking,Reliance Fresh,Ahmedabad,Expense,47c1fee8-ddac-491f-a3e8-568506706924,604642f4-4c08-45a6-a0af-2df36e7cfc64,264306.97,INR,19:23:10,Tuesday
2022-06-06,Entertainment,27167.27,Net Banking,Flipkart,Hyderabad,Expense,45e6cdc4-1e13-462c-9581-e62145bd9328,305bccc7-f120-4111-bed6-21c39b6fe84b,190918.33,INR,00:40:14,Monday
2021-01-21,Education,26923.17,Net Banking,Uber,Hyderabad,Income,049e1962-f674-4953-99ac-780500e659f2,f03213e9-178f-41cb-af23-2c6283f17368,42984.08,INR,14:12:40,Friday
2021-06-17,Shopping,11174.31,Net Banking,Flipkart,Ahmedabad,Income,996a8696-bf81-4973-a873-9c46883ffcdf,1ee8e152-b91d-48dd-a897-2a4bc3ec57e9,390272.6,INR,13:44:55,Sunday
2022-05-23,Groceries,9729.44,Cash,Swiggy,Pune,Income,dccfb5c6-b2a7-4a9a-9676-9d82df79328e,55cc3480-5e4d-4e76-8d95-85be8a9461f3,334144.75,INR,22:13:23,Thursday
2023-12-01,Utilities,21130.73,UPI,Big Bazaar,Delhi,Income,a8db9c4c-237c-4bbc-8dd3-7dd08e5a9b48,5ce77e02-034e-4739-b625-409067e5d76d,44551.92,INR,09:48:19,Friday
2020-04-30,Dining,44819.11,UPI,Big Bazaar,Mumbai,Expense,5379e197-751b-4a71-af37-426e7db7275e,3be2edcc-13f3-4418-a266-cb2983d3404a,487251.46,INR,17:12:11,Saturday
2023-08-04,Entertainment,584.74,Net Banking,Swiggy,Chennai,Income,88389344-7b7f-4f76-9238-033fd6eecd9b,f52ace37-6cc6-4df0-a86f-3d1201203478,245519.89,INR,19:51:55,Wednesday
2022-02-22,Transportation,29790.19,Cash,Uber,Mumbai,Expense,37045111-2191-4317-9d0e-a5d9e5c5874d,dbe2ad35-5cf5-4e1d-92c0-228bbfde8f1b,247186.2,INR,01:10:11,Friday
2020-10-17,Utilities,23138.18,Cash,Uber,Hyderabad,Expense,3643e713-3b2f-438d-8fe5-45fc7da63188,d1a1c7df-1ca6-478d-9ac6-1cd02f21d794,135470.68,INR,16:30:56,Sunday
2021-12-14,Entertainment,39320.92,Credit Card,Swiggy,Pune,Income,98f2b08f-6221-45b9-a35f-3e517f98359c,33c7efda-4ca3-4d48-b9e1-49d41502495d,284840.82,INR,01:28:42,Saturday
2022-11-19,Education,49622.8,Net Banking,Zomato,Hyderabad,Income,b3ba1915-5a2e-4b56-a8eb-58c8cfbfddd1,370cf941-2cd4-458a-9220-eea25b04f262,417699.38,INR,15:21:13,Friday
2024-04-21,Dining,36913.51,Net Banking,Swiggy,Pune,Income,a25a6d8f-83b8-46f6-beb8-c56dd02a9996,2b0e4f1d-1e14-436f-88dc-9133d203a084,331198.19,INR,00:33:52,Tuesday
